angulo:0|1m|-41|-41|-40|-40|-40 
angulo:0|2m|-39|-47|-47|-47|-43 
angulo:0|3m|-41|-46|-46|-46|-43 
angulo:0|4m|-43|-49|-49|-49|-54 
angulo:0|5m|-51|-51|-51|-52|-52 
angulo:0|6m|-45|-44|-46|-45|-45 
angulo:0|7m|-62|-49|-49|-50|-50 
angulo:0|8m|-55|-55|-55|-52|-51 
angulo:0|9m|-62|-62|-58|-58|-58 
angulo:0|10m|-59|-59|-59|-55|-55 
angulo:0|11m|-56|-59|-59|-59|-56 
angulo:0|12m|-62|-62|-62|-57|-57 
angulo:0|13m|-62|-60|-58|-58|-52 
angulo:0|14m|-61|-61|-55|-55|-55 
angulo:0|15m|-59|-73|-73|-73|-73 
angulo:0|16m|-69|-69|-69|-69|-69 
angulo:0|17m|-69|-69|-69|-69|-69 
angulo:0|18m|-60|-60|-60|-58|-58 
angulo:0|19m|-62|-55|-55|-64|-65 
angulo:0|20m|-61|-61|-58|-60|-60 
angulo:90|1m|-31|-33|-32|-33|-32 
angulo:90|2m|-36|-36|-37|-36|-36 
angulo:90|3m|-40|-43|-43|-43|-42 
angulo:90|4m|-39|-43|-41|-40|-42 
angulo:90|5m|-45|-46|-45|-44|-44 
angulo:90|6m|-44|-48|-49|-49|-52 
angulo:90|7m|-48|-47|-47|-47|-47 
angulo:90|8m|-47|-47|-50|-50|-50 
angulo:90|9m|-57|-57|-56|-52|-52 
angulo:90|10m|-47|-57|-51|-51|-51 
angulo:90|11m|-49|-49|-62|-62|-62 
angulo:90|12m|-51|-51|-51|-52|-52 
angulo:90|13m|-52|-53|-52|-54|-56 
angulo:90|14m|-56|-56|-56|-56|-52 
angulo:90|15m|-51|-61|-61|-68|-66 
angulo:90|16m|-51|-51|-59|-60|-60 
angulo:90|17m|-54|-56|-53|-62|-62 
angulo:90|18m|-63|-63|-57|-59|-59 
angulo:90|19m|-59|-59|-59|-60|-56 
angulo:90|20m|-60|-60|-60|-53|-53 
angulo:180|1m|-53|-53|-43|-47|-41 
angulo:180|2m|-54|-50|-50|-55|-58 
angulo:180|3m|-52|-52|-52|-57|-52 
angulo:180|4m|-57|-57|-57|-53|-53 
angulo:180|5m|-61|-61|-53|-60|-57 
angulo:180|6m|-55|-55|-59|-64|-64 
angulo:180|7m|-59|-59|-60|-62|-53 
angulo:180|8m|-55|-55|-59|-59|-59 
angulo:180|9m|-70|-70|-70|-53|-53 
angulo:180|10m|-60|-60|-62|-62|-62 
angulo:180|11m|-62|-62|-62|-62|-62 
angulo:180|12m|-70|-70|-70|-70|-70 
angulo:180|13m|-70|-70|-70|-70|-69 
angulo:180|14m|-59|-59|-59|-63|-64 
angulo:180|15m|-64|-72|-72|-72|-72 
angulo:180|16m|-64|-59|-56|-60|-60 
angulo:180|17m|-65|-67|-67|-67|-65 
angulo:180|18m|-65|-69|-69|-69|-59 
angulo:180|19m|-59|-70|-70|-70|-64 
angulo:180|20m|-64|-71|-68|-68|-68 
angulo:270|1m|-44|-41|-41|-41|-41 
angulo:270|2m|-39|-39|-47|-43|-43 
angulo:270|3m|-43|-43|-47|-47|-47 
angulo:270|4m|-47|-45|-46|-46|-47 
angulo:270|5m|-47|-50|-50|-50|-50 
angulo:270|6m|-50|-52|-52|-52|-52 
angulo:270|7m|-52|-52|-52|-52|-52 
angulo:270|8m|-52|-52|-60|-53|-53 
angulo:270|9m|-53|-57|-57|-57|-57 
angulo:270|10m|-49|-61|-65|-65|-65 
angulo:270|11m|-65|-65|-65|-65|-65 
angulo:270|12m|-61|-61|-63|-60|-63 
angulo:270|13m|-55|-56|-56|-54|-54 
angulo:270|14m|-53|-53|-65|-65|-65 
angulo:270|15m|-53|-53|-53|-57|-57 
angulo:270|16m|-57|-64|-64|-65|-65 
angulo:270|17m|-67|-67|-67|-65|-65 
angulo:270|18m|-61|-61|-55|-58|-58 
angulo:270|19m|-56|-63|-65|-60|-60 
angulo:270|20m|-65|-65|-65|-65|-65 
