angulo:0|1m|-35|-34|-34|-34|-42 
angulo:0|2m|-47|-40|-41|-44|-43 
angulo:0|3m|-54|-54|-52|-56|-56 
angulo:0|4m|-56|-48|-48|-48|-54 
angulo:0|5m|-48|-48|-60|-62|-62 
angulo:0|6m|-59|-59|-66|-66|-66 
angulo:0|7m|-63|-63|-67|-64|-64 
angulo:0|8m|-63|-63|-51|-52|-52 
angulo:0|9m|-53|-53|-53|-53|-53 
angulo:0|10m|-60|-60|-67|-67|-67 
angulo:0|11m|-55|-55|-70|-61|-61 
angulo:0|12m|-66|-66|-58|-66|-66 
angulo:0|13m|-66|-61|-67|-67|-67 
angulo:0|14m|-67|-59|-59|-59|-59 
angulo:0|15m|-59|-59|-62|-62|-66 
angulo:0|16m|-66|-66|-66|-64|-65 
angulo:0|17m|-60|-60|-63|-63|-66 
angulo:0|18m|-68|-74|-65|-64|-64 
angulo:0|19m|-65|-65|-65|-65|-65 
angulo:0|20m|-63|-63|-63|-63|-63 
angulo:90|1m|-33|-34|-33|-33|-32 
angulo:90|2m|-35|-35|-35|-37|-37 
angulo:90|3m|-41|-39|-39|-39|-39 
angulo:90|4m|-55|-55|-55|-55|-46 
angulo:90|5m|-46|-50|-55|-47|-46 
angulo:90|6m|-54|-49|-52|-52|-51 
angulo:90|7m|-51|-53|-54|-52|-54 
angulo:90|8m|-87|-49|-52|-52|-53 
angulo:90|9m|-61|-59|-52|-52|-60 
angulo:90|10m|-64|-61|-61|-65|-61 
angulo:90|11m|-66|-63|-63|-63|-65 
angulo:90|12m|-65|-61|-61|-61|-61 
angulo:90|13m|-58|-68|-70|-58|-61 
angulo:90|14m|-54|-62|-62|-67|-64 
angulo:90|15m|-59|-53|-53|-65|-62 
angulo:90|16m|-53|-53|-53|-54|-52 
angulo:90|17m|-52|-55|-55|-55|-57 
angulo:90|18m|-55|-54|-71|-71|-62 
angulo:90|19m|-65|-52|-53|-53|-53 
angulo:90|20m|-53|-53|-53|-60|-60 
angulo:180|1m|-51|-49|-49|-63|-62 
angulo:180|2m|-62|-55|-55|-55|-57 
angulo:180|3m|-54|-52|-52|-52|-52 
angulo:180|4m|-55|-51|-51|-60|-57 
angulo:180|5m|-60|-60|-58|-58|-58 
angulo:180|6m|-56|-56|-56|-51|-51 
angulo:180|7m|-54|-54|-65|-65|-65 
angulo:180|8m|-60|-60|-60|-62|-62 
angulo:180|9m|-62|-62|-62|-62|-62 
angulo:180|10m|-59|-56|-56|-56|-56 
angulo:180|11m|-64|-64|-64|-60|-60 
angulo:180|12m|-60|-60|-60|-57|-56 
angulo:180|13m|-70|-73|-72|-72|-67 
angulo:180|14m|-67|-61|-61|-61|-61 
angulo:180|15m|-55|-55|-70|-64|-64 
angulo:180|16m|-59|-63|-63|-63|-63 
angulo:180|17m|-62|-62|-73|-70|-70 
angulo:180|18m|-63|-64|-64|-64|-70 
angulo:180|19m|-70|-70|-64|-67|-67 
angulo:180|20m|-71|-71|-66|-66|-65 
